uuid	odkid	icode	psu	hhid	agreement	ict1_a	ict1_b	ict2_	ict2_96z	ict3_	ict4	ict5	ict6_	ict6_96z	ict2_1	ict2_2	ict2_3	ict2_4	ict2_5	ict2_6	ict2_7	ict2_96	ict3_1	ict3_2	ict3_3	ict3_4	ict3_5	ict6_1	ict6_2	ict6_3	ict6_4	ict6_5	ict6_6	ict6_7	ict6_8	ict6_9	ict6_10	ict6_96	region	urban	begin_time	dur_ict	corrected_dur_ict	year	month	day	date	start_date	end_date	time	start_time	end_time
20241018	uuid:2623e5c3-f4fb-4412-b918-8d889ccfba8d	1633	44110662	8	Yes	Yes	Yes			4 5	Yes all of them	Every day	2 3 4		0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	Kvemo Kartli	Urban	2024-10-18T15:53:00.000+04:00	0	0	2024	10	18	2024/10/18	2024/10/18	2024/10/18	2024/10/18 20:48:50	2024/10/18 15:49:39	2024/10/18 16:43:29
20240911	uuid:262a0a6c-629e-476b-aa87-a5bf7ba17184	1879	11290452	7	Yes	Yes	Yes			4	No	Every day	2 1		0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	Tbilisi	Urban	2024-09-11T14:44:00.000+04:00	1	1	2024	9	11	2024/09/11	2024/09/11	2024/09/11	2024/09/11 18:04:29	2024/09/11 14:34:50	2024/09/11 15:29:59
20241022	uuid:266ee27d-0748-491a-968c-546596b8b911	1307	26110311	14	Yes	Yes	Yes			1 4 2	Yes, but not all of them	Every day	4 2 7		0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	Imereti	Urban	2024-10-22T13:44:00.000+04:00	1	1	2024	10	22	2024/10/22	2024/10/22	2024/10/22	2024/10/22 17:05:31	2024/10/22 13:42:06	2024/10/22 14:27:43
20240901	uuid:269bb907-29ea-4edd-bb50-060b82a5cee9	1668	44260247	12	Yes	Yes	Yes			4	Yes, but not all of them	Every day	4 2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	Kvemo Kartli	Rural	2024-09-01T11:49:00.000+04:00	1	1	2024	9	3	2024/09/03	2024/09/01	2024/09/01	2024/09/03 19:16:54	2024/09/01 11:45:45	2024/09/01 13:31:51
20240902	uuid:26d44151-254b-4012-8b06-dfec65d33ec4	1316	26400283	9	Yes	No	Yes			4	Yes all of them	Less than once a month	3		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	Imereti	Rural	2024-09-02T18:24:00.000+04:00	1	1	2024	9	2	2024/09/02	2024/09/02	2024/09/02	2024/09/02 21:07:50	2024/09/02 18:22:21	2024/09/02 19:09:52
20241005	uuid:2726e622-7fc7-4e9f-b406-35c15b1dd469	1677	44240322	13	Yes	Yes	Yes			5 4	Yes all of them	Every day	2 3 4 5		0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	Kvemo Kartli	Urban	2024-10-03T15:24:00.000+04:00	1	1	2024	10	4	2024/10/04	2024/10/03	2024/10/03	2024/10/04 18:03:24	2024/10/03 15:22:02	2024/10/03 16:30:51
20240911	uuid:275280dd-15db-4136-afd7-a096e79ef47f	1511	38280235	5	Yes	Yes	No			4	No	Every day	2 3 4		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	Samegrelo-Zemo Svaneti	Rural	2024-09-11T11:33:00.000+04:00	1	1	2024	9	11	2024/09/11	2024/09/11	2024/09/11	2024/09/11 19:12:34	2024/09/11 11:31:42	2024/09/11 12:44:59
20241003	uuid:2791d6c0-212c-44a3-ba17-23844693db5c	1141	47240864	13	Yes	Yes	Yes			4	Yes, but not all of them	Every day	2 3 4		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	Shida Kartli Region	Rural	2024-10-03T13:34:00.000+04:00	1	1	2024	10	3	2024/10/03	2024/10/03	2024/10/03	2024/10/03 16:41:43	2024/10/03 13:33:08	2024/10/03 14:14:01
20240923	uuid:27a3c315-c80b-4131-b11e-27fba33abcfd	1361	26440252	11	Yes	Yes	Yes			4 2	No	Every day	2 4 3		0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	Imereti	Rural	2024-09-23T14:56:00.000+04:00	1	1	2024	9	25	2024/09/25	2024/09/23	2024/09/23	2024/09/25 10:11:22	2024/09/23 14:51:26	2024/09/23 16:06:09
20240904	uuid:27c20ef9-f747-4c68-9eef-083b1465ef12	1333	26360133	9	Yes	Yes	Yes			4 2	Yes all of them	Every day	2 4		0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	Imereti	Urban	2024-09-04T16:16:00.000+04:00	1	1	2024	9	4	2024/09/04	2024/09/04	2024/09/04	2024/09/04 19:08:15	2024/09/04 16:06:18	2024/09/04 16:56:09
20240924	uuid:27cea3c0-ef15-4b17-a770-b1df415dd6ba	1403	15110762	4	Yes	Yes	Yes			2 4	Yes all of them	Every day	1 2 3 4 5		0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	Adjara	Urban	2024-09-24T14:15:00.000+04:00	1	1	2024	9	24	2024/09/24	2024/09/24	2024/09/24	2024/09/24 20:09:59	2024/09/24 11:42:48	2024/09/24 14:53:15
20241019	uuid:27d285aa-2d56-4276-b7b9-861ded2c632f	1428	23110553	6	Yes	No	Yes			4	Yes, but not all of them	Every day	4 2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	Guria	Urban	2024-10-19T13:54:00.000+04:00	1	1	2024	10	19	2024/10/19	2024/10/19	2024/10/19	2024/10/19 17:12:13	2024/10/19 13:50:17	2024/10/19 14:21:44
20240911	uuid:27e50062-2352-4d36-8109-8d51548f2377	1668	44260543	11	Yes	Yes	Yes			4	Yes, but not all of them	Every day	2 4		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	Kvemo Kartli	Urban	2024-09-11T15:06:00.000+04:00	1	1	2024	9	12	2024/09/12	2024/09/11	2024/09/11	2024/09/12 17:27:41	2024/09/11 15:04:16	2024/09/11 16:19:15
20241012	uuid:2872fdc6-1436-4508-adbf-a3f74484aaf5	1513	38360231	3	Yes	No	Yes			3 4	Yes all of them	Every day	1 2 3 4 5 8 7		0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	0	0	0	Samegrelo-Zemo Svaneti	Rural	2024-10-12T11:35:00.000+04:00	0	0	2024	10	12	2024/10/12	2024/10/12	2024/10/12	2024/10/12 22:18:58	2024/10/12 11:32:49	2024/10/12 12:52:30
20241021	uuid:288bbc8b-00c6-491e-ab27-4291a26f2d5d	1833	11250761	8	Yes	Yes	Yes			4 5	Yes, but not all of them	Every day	4 2 1 5		0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	Tbilisi	Urban	2024-10-21T14:35:00.000+04:00	1	1	2024	10	21	2024/10/21	2024/10/21	2024/10/21	2024/10/21 18:33:51	2024/10/21 14:32:32	2024/10/21 15:20:26
20241012	uuid:28c5171b-e373-4bde-86df-3b697732df51	1513	38360231	11	Yes	No	Yes			4	Yes all of them	Every day	2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	Samegrelo-Zemo Svaneti	Rural	2024-10-12T15:57:00.000+04:00	0	0	2024	10	12	2024/10/12	2024/10/12	2024/10/12	2024/10/12 22:19:02	2024/10/12 15:55:52	2024/10/12 17:09:38
20240908	uuid:28f51015-79a7-4b9c-b116-7e945c1cedd1	1324	26350244	8	Yes	Yes	Yes			1 4	Yes all of them	Every day	2 3 4 6 5 8 7		0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	0	Imereti	Rural	2024-09-08T11:58:00.000+04:00	1	1	2024	9	8	2024/09/08	2024/09/08	2024/09/08	2024/09/08 17:53:21	2024/09/08 11:55:25	2024/09/08 13:26:25
20241015	uuid:28f94f30-ae9f-40dd-8434-3dbed6e4beae	1248	41270123	6	Yes	Yes	Yes			4	Yes all of them	Every day	3 6 2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	Samtskhe–Javakheti	Rural	2024-10-06T15:56:00.000+04:00	0	0	2024	10	15	2024/10/15	2024/10/06	2024/10/15	2024/10/15 18:49:05	2024/10/06 16:57:32	2024/10/15 17:12:51
20240926	uuid:293bff7c-b36b-4b14-8237-44d1f2d89dbc	1879	11290423	1	Yes	Yes	Yes			4 2	Yes all of them	Every day	2 3 4		0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	Tbilisi	Urban	2024-09-26T14:05:00.000+04:00	1	1	2024	9	26	2024/09/26	2024/09/26	2024/09/26	2024/09/26 18:17:03	2024/09/26 14:01:00	2024/09/26 14:36:37
20240907	uuid:2954f5bf-8af3-406b-87fd-17f4a994a96e	1201	41310241	1	Yes	Yes	Yes			4	Yes, but not all of them	Every day	2 4 96	Sakontaktod	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	Samtskhe–Javakheti	Rural	2024-09-07T09:57:00.000+04:00	1	1	2024	9	7	2024/09/07	2024/09/07	2024/09/07	2024/09/07 23:09:39	2024/09/07 09:54:39	2024/09/07 10:37:02
20240907	uuid:29a687a2-3a59-415d-b8d4-5a0abaf6a383	1318	26270114	10	Yes	No	Yes			4	Yes, but not all of them	Every day	2 4		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	Imereti	Rural	2024-09-07T15:15:00.000+04:00	0	0	2024	9	7	2024/09/07	2024/09/07	2024/09/07	2024/09/07 20:49:13	2024/09/07 15:11:40	2024/09/07 16:11:23
20240925	uuid:29aa44b2-07f5-4fb4-bc92-1d22d0585b91	1102	47110283	17	Yes	Yes	Yes			4	Yes all of them	Every day	2 3 1 4		0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	Shida Kartli Region	Urban	2024-09-25T17:30:00.000+04:00	1	1	2024	9	26	2024/09/26	2024/09/25	2024/09/25	2024/09/26 12:37:06	2024/09/25 17:28:20	2024/09/25 18:01:56
20241010	uuid:29d7e167-3af4-496a-af36-7ac5118cf412	1248	41270512	2	Yes	Yes	No			1 2 3 4	Yes all of them	Every day	1 2 3		0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	Samtskhe–Javakheti	Rural	2024-09-28T10:04:00.000+04:00	1	1	2024	10	12	2024/10/12	2024/09/28	2024/10/02	2024/10/12 19:43:06	2024/09/28 09:59:39	2024/10/02 17:33:16
20241016	uuid:2a048041-d2bf-4b58-b2bb-6ee6a38817ae	1879	11290352	7	Yes	Yes	Yes			4 2	Yes, but not all of them	Every day	2 3 5		0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	Tbilisi	Urban	2024-10-16T13:51:00.000+04:00	0	0	2024	10	16	2024/10/16	2024/10/16	2024/10/16	2024/10/16 16:58:12	2024/10/16 13:47:35	2024/10/16 14:50:57
20240925	uuid:2a2d96db-0f52-4a14-b968-d2161ad36b8c	1302	26110135	14	Yes	Yes	Yes			4	Yes, but not all of them	Every day	2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	Imereti	Urban	2024-09-25T15:05:00.000+04:00	1	1	2024	9	25	2024/09/25	2024/09/25	2024/09/25	2024/09/25 16:02:43	2024/09/25 15:03:25	2024/09/25 15:48:36
20240907	uuid:2a316b85-a8df-488d-8b5f-bd3091535f11	1329	35290131	6	Yes	No	Yes			4	Yes, but not all of them	A few times a week	4		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	Racha-Lechkhumi and Kvemo Svaneti	Urban	2024-09-07T13:57:00.000+04:00	1	1	2024	9	7	2024/09/07	2024/09/07	2024/09/07	2024/09/07 21:03:49	2024/09/07 13:55:43	2024/09/07 14:20:54
20241017	uuid:2a6f2bce-d3e1-4582-bfb4-4edcc05ee948	1305	26110575	14	Yes	Yes	Yes			2 4 5	Yes all of them	Every day	2 3 4 5 6		0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0	0	0	0	0	Imereti	Urban	2024-10-17T16:16:00.000+04:00	1	1	2024	10	17	2024/10/17	2024/10/17	2024/10/17	2024/10/17 19:57:15	2024/10/17 16:10:53	2024/10/17 17:24:10
20240918	uuid:2a761ac5-45d3-4402-b51f-6d5a6fbd2b5e	1833	11250761	4	Yes	Yes	Yes			5 1 4	Yes all of them	Every day	2 1 3 4 5		0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	Tbilisi	Urban	2024-09-18T15:09:00.000+04:00	1	1	2024	9	18	2024/09/18	2024/09/18	2024/09/18	2024/09/18 19:32:28	2024/09/18 15:06:55	2024/09/18 15:58:09
20240923	uuid:2a8083af-a400-4b37-ac77-382e04698214	1219	44340252	8	Yes	Yes	Yes			4	Yes all of them	Every day	4 2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	Kvemo Kartli	Rural	2024-09-23T16:13:00.000+04:00	1	1	2024	9	23	2024/09/23	2024/09/23	2024/09/23	2024/09/23 17:04:50	2024/09/23 16:10:08	2024/09/23 17:04:20
20241011	uuid:2a9cb1a5-1386-43bf-9c5a-38bf76dbc4d3	1513	38380263	14	Yes	No	Yes			4	Yes all of them	Every day	2 3 4 5		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	Samegrelo-Zemo Svaneti	Rural	2024-10-11T18:36:00.000+04:00	1	1	2024	10	12	2024/10/12	2024/10/11	2024/10/11	2024/10/12 10:14:53	2024/10/11 18:35:18	2024/10/11 19:43:10
20240919	uuid:2ad79220-54a5-49cd-972c-d408ce786f49	1513	38340256	4	Yes	Yes	Yes			4 1	Yes all of them	Every day	1 3 4		0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	Samegrelo-Zemo Svaneti	Rural	2024-09-19T12:48:00.000+04:00	0	0	2024	9	19	2024/09/19	2024/09/19	2024/09/19	2024/09/19 21:28:14	2024/09/19 12:46:24	2024/09/19 14:20:40
20240924	uuid:2b2d1d58-183b-41de-abfa-e2d60e8e61f9	1102	47110283	2	Yes	Yes	Yes			1 2 3 4	Yes all of them	Every day	1 2 3 4		0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	Shida Kartli Region	Urban	2024-09-24T14:52:00.000+04:00	1	1	2024	9	26	2024/09/26	2024/09/24	2024/09/24	2024/09/26 12:36:56	2024/09/24 14:50:45	2024/09/24 15:34:26
20240923	uuid:2b5fcbb5-d48d-4c52-a2ad-cd83a5a5927c	1333	26420265	14	Yes	Yes	Yes			4	Yes, but not all of them	Every day	2 3 4 5		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	Imereti	Rural	2024-09-23T10:52:00.000+04:00	0	0	2024	9	23	2024/09/23	2024/09/23	2024/09/23	2024/09/23 19:54:40	2024/09/23 10:49:45	2024/09/23 11:39:06
20240929	uuid:2b75306a-5ef5-4749-8d96-feb58634a992	1428	23250216	2	Yes	Yes	Yes			4	Yes all of them	Every day	4 2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	Guria	Rural	2024-09-29T12:16:00.000+04:00	1	1	2024	9	29	2024/09/29	2024/09/29	2024/09/29	2024/09/29 17:14:57	2024/09/29 12:13:48	2024/09/29 12:50:11
20241018	uuid:2b7f86b2-4e02-4812-891e-7ccaeff8a771	1107	47260314	1	Yes	Yes	Yes			4	Yes, but not all of them	Every day	2 3 4 5 6		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	Shida Kartli Region	Rural	2024-10-18T09:44:00.000+04:00	1	1	2024	10	18	2024/10/18	2024/10/18	2024/10/18	2024/10/18 11:01:52	2024/10/18 09:41:11	2024/10/18 11:01:16
20240922	uuid:2b83867f-ba41-4759-9a39-56d7b33a0bc8	1203	41110275	9	Yes	Yes	Yes			4	Yes, but not all of them	Every day	2 3 4 5		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	Samtskhe–Javakheti	Urban	2024-09-22T16:03:00.000+04:00	1	1	2024	9	22	2024/09/22	2024/09/22	2024/09/22	2024/09/22 19:38:32	2024/09/22 16:01:19	2024/09/22 17:10:40
20241006	uuid:2bf02b40-2813-482f-a3ea-ef3248cb8eac	1361	26440162	13	Yes	Yes	Yes			4 5	No	Every day	2 3 4		0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	Imereti	Urban	2024-10-06T14:24:00.000+04:00	1	1	2024	10	8	2024/10/08	2024/10/06	2024/10/06	2024/10/08 10:46:51	2024/10/06 14:22:41	2024/10/06 15:01:10
20240921	uuid:2c21d22c-2473-4f33-a451-a79f55ed2404	1519	38140252	6	Yes	Yes	Yes			2 4 5	Yes, but not all of them	Every day	1 2 3 4 5 6		0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	Samegrelo-Zemo Svaneti	Urban	2024-09-21T18:09:00.000+04:00	2	2	2024	9	21	2024/09/21	2024/09/21	2024/09/21	2024/09/21 19:20:50	2024/09/21 18:06:49	2024/09/21 19:20:23
20240921	uuid:2c29d2d7-0e09-4b91-803d-94316351e3e0	1318	26270254	9	Yes	No	Yes			4	Yes, but not all of them	Every day	2 3 4		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	Imereti	Rural	2024-09-21T12:05:00.000+04:00	0	0	2024	9	21	2024/09/21	2024/09/21	2024/09/21	2024/09/21 22:23:44	2024/09/21 11:52:27	2024/09/21 12:51:15
20241007	uuid:2c45966e-883f-40a8-8761-3bf4b331ab87	1313	26380433	10	Yes	No	Yes			4	Yes, but not all of them	A few times a week	3		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	Imereti	Rural	2024-10-07T11:42:00.000+04:00	1	1	2024	10	7	2024/10/07	2024/10/07	2024/10/07	2024/10/07 17:05:02	2024/10/07 11:37:23	2024/10/07 12:42:49
20241023	uuid:2c5e372f-83e1-4127-875d-5364fe1e1615	1313	26380425	9	Yes	Yes	Yes			4	Yes all of them	Every day	2 3 4		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	Imereti	Rural	2024-10-23T13:29:00.000+04:00	1	1	2024	10	23	2024/10/23	2024/10/23	2024/10/23	2024/10/23 17:31:50	2024/10/23 13:26:24	2024/10/23 14:15:09
20240919	uuid:2c5e6392-2ef3-42f8-9e54-cb1dd9521ee8	1403	15110732	10	Yes	No	Yes			4	Yes all of them	Every day	2 3 4 5		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	Adjara	Urban	2024-09-19T16:02:00.000+04:00	0	0	2024	9	23	2024/09/23	2024/09/19	2024/09/19	2024/09/23 12:57:17	2024/09/19 14:40:13	2024/09/19 16:16:57
20241018	uuid:2c673f00-3371-4541-914c-ebd9e7fad012	1124	47260115	1	Yes	No	Yes			4	No	Every day	4		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	Shida Kartli Region	Rural	2024-10-18T10:12:00.000+04:00	0	0	2024	10	19	2024/10/19	2024/10/18	2024/10/18	2024/10/19 18:06:36	2024/10/18 10:10:58	2024/10/18 10:29:49
20241012	uuid:2ca97b38-c94a-4868-b54b-7c0be333c36e	1513	38360231	6	Yes	No	Yes			4	Yes, but not all of them	Every day	2 4		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	Samegrelo-Zemo Svaneti	Rural	2024-10-12T13:04:00.000+04:00	5	5	2024	10	12	2024/10/12	2024/10/12	2024/10/12	2024/10/12 22:18:59	2024/10/12 13:01:03	2024/10/12 14:15:18
20240908	uuid:2d147f48-5a71-4e53-a7c3-e0337939939f	1616	44280242	15	Yes	No	Yes			4	Yes all of them	Every day	2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	Kvemo Kartli	Rural	2024-09-08T14:31:00.000+04:00	2	2	2024	9	8	2024/09/08	2024/09/08	2024/09/08	2024/09/08 15:07:45	2024/09/08 14:26:51	2024/09/08 15:07:37
20240921	uuid:2d23fe9f-07ac-4ba7-a396-9e54046e732b	1203	41110275	1	Yes	Yes	Yes			2 4 5	Yes all of them	Every day	1 2 3 4 5		0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	Samtskhe–Javakheti	Urban	2024-09-21T15:49:00.000+04:00	1	1	2024	9	21	2024/09/21	2024/09/21	2024/09/21	2024/09/21 19:10:20	2024/09/21 15:47:24	2024/09/21 16:46:52
20241012	uuid:2d907f21-9e71-44dd-8f5a-7f1bbe6c4ac6	1107	47260263	2	Yes	No	Yes			4	Yes all of them	Every day	2 3 4 5		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	Shida Kartli Region	Urban	2024-10-12T12:38:00.000+04:00	1	1	2024	10	12	2024/10/12	2024/10/12	2024/10/12	2024/10/12 13:32:53	2024/10/12 12:37:00	2024/10/12 13:07:28
20240928	uuid:2dcb59d3-8bf2-4f4b-9d05-9da950582f39	1450	23250213	3	Yes	Yes	Yes			4	Yes all of them	Every day	4		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	Guria	Rural	2024-09-28T13:24:00.000+04:00	1	1	2024	9	28	2024/09/28	2024/09/28	2024/09/28	2024/09/28 18:19:57	2024/09/28 13:22:49	2024/09/28 14:07:10
20241002	uuid:2dd4dd51-ff05-40f4-9782-e327188651e1	1141	47240864	3	Yes	No	No	7			No	Never			0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Shida Kartli Region	Rural	2024-10-02T13:43:00.000+04:00	0	0	2024	10	3	2024/10/03	2024/10/02	2024/10/02	2024/10/03 16:41:37	2024/10/02 13:39:29	2024/10/02 14:12:08
20241018	uuid:2e501c10-b8ca-4edc-9136-e9be4286b16b	1124	47260115	4	Yes	Yes	Yes			2 4	No	Every day	2 4 5 1		0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	Shida Kartli Region	Rural	2024-10-18T14:19:00.000+04:00	0	0	2024	10	19	2024/10/19	2024/10/18	2024/10/18	2024/10/19 18:06:40	2024/10/18 14:17:39	2024/10/18 14:41:15
20240908	uuid:2e52c467-8f9e-47b9-84ca-3070d8330634	1201	41290125	20	Yes	Yes	Yes			4	No	Every day	2 3 4 96	Sakomunikaciod	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	Samtskhe–Javakheti	Rural	2024-09-08T14:57:00.000+04:00	1	1	2024	9	8	2024/09/08	2024/09/08	2024/09/08	2024/09/08 21:59:28	2024/09/08 14:54:54	2024/09/08 15:36:51
20241006	uuid:2ee54514-3e25-4361-9c77-68c4db280f78	1108	47280332	7	Yes	No	Yes			4	Yes, but not all of them	Every day	2 3 4		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	Shida Kartli Region	Urban	2024-10-06T11:27:00.000+04:00	1	1	2024	10	6	2024/10/06	2024/10/06	2024/10/06	2024/10/06 21:46:57	2024/10/06 11:25:49	2024/10/06 11:49:47
20240904	uuid:2f381446-4c45-46a4-abdb-99291dbf7e95	1511	38320322	1	Yes	Yes	Yes			4	Yes, but not all of them	A few times a week	2 3		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	Samegrelo-Zemo Svaneti	Rural	2024-09-04T11:36:00.000+04:00	2	2	2024	9	4	2024/09/04	2024/09/04	2024/09/04	2024/09/04 21:01:08	2024/09/04 11:30:51	2024/09/04 12:31:35
20240928	uuid:2f4d3e5d-9ade-4fa3-ba09-6fd42a9a51a3	1742	29300315	3	Yes	Yes	Yes			5 1 4 2	Yes all of them	Every day	2 3 4		0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	Kakheti	Rural	2024-09-28T17:22:00.000+04:00	1	1	2024	10	20	2024/10/20	2024/09/28	2024/09/28	2024/10/20 22:08:44	2024/09/28 17:20:01	2024/09/28 18:13:44
20241017	uuid:2f8efbdd-89a5-4837-b85f-b33d0a5d33cf	1687	44320853	1	Yes	Yes	Yes			1 4	Yes, but not all of them	Every day	2 7 4		0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	Kvemo Kartli	Rural	2024-10-17T19:24:00.000+04:00	1	1	2024	10	17	2024/10/17	2024/10/17	2024/10/17	2024/10/17 20:21:16	2024/10/17 19:20:05	2024/10/17 20:21:08
20240929	uuid:2f92f5e7-ca95-43a1-ba22-3a9de9f08c5d	1141	47240736	10	Yes	Yes	Yes			4	Yes all of them	Every day	2 3 4		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	Shida Kartli Region	Rural	2024-09-29T16:27:00.000+04:00	0	0	2024	9	29	2024/09/29	2024/09/29	2024/09/29	2024/09/29 18:26:13	2024/09/29 16:24:07	2024/09/29 16:56:34
20240825	uuid:2fe0fb97-aaf4-4d7c-8fe3-89cf978344b3	1312	35310274	1	Yes	Yes	Yes			4	Yes, but not all of them	Every day	3 2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	Racha-Lechkhumi and Kvemo Svaneti	Rural	2024-08-25T13:07:00.000+04:00	2	2	2024	8	27	2024/08/27	2024/08/25	2024/08/25	2024/08/27 11:56:46	2024/08/25 13:01:45	2024/08/25 14:02:54
20241019	uuid:3059bc1b-f7b1-4bba-8a05-26a9fab50912	1307	26110311	7	Yes	Yes	Yes			4	Yes, but not all of them	Every day	2 7 6		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	Imereti	Urban	2024-10-19T13:34:00.000+04:00	3	3	2024	10	19	2024/10/19	2024/10/19	2024/10/19	2024/10/19 18:51:13	2024/10/19 13:32:16	2024/10/19 14:43:07
20240909	uuid:3073078a-cbb3-434e-9ba7-f36140c6d918	1316	26400242	2	Yes	No	Yes			4	Yes, but not all of them	A few times a week	3 4		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	Imereti	Rural	2024-09-09T10:16:00.000+04:00	1	1	2024	9	9	2024/09/09	2024/09/09	2024/09/09	2024/09/09 10:58:50	2024/09/09 10:14:06	2024/09/09 10:53:31
20240924	uuid:307abc03-f486-4214-bb1c-489d962342c6	1302	26110135	7	Yes	Yes	Yes			4	Yes all of them	Every day	2 3		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	Imereti	Urban	2024-09-24T15:44:00.000+04:00	1	1	2024	9	24	2024/09/24	2024/09/24	2024/09/24	2024/09/24 16:23:10	2024/09/24 15:39:46	2024/09/24 16:22:29
